CaseID,Gender,Age,Education,Race/ Ethnicity,Region,Registered to Vote,Religion,Volunteered in the Past Year,Attended a Political Rally in the Past Year,Contacted an Elected Official in the Past Year,Political Donation in the Past Year,Househol Income,Political Party,User Frequency
4113,Male,49,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Other,1,0,1,1,100k to <150k,Other,A few times a week
4114,Female,41,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,0,0,100k to <150k,Other,A few times a week
4116,Female,56,High School,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,1,0,50k to <75k,Other,Once a day
4117,Male,50,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,150k+,Republican,Once a month or less
4118,Female,65,Some College,White/Non-Hispanic,Northeast,Yes,Agnostic,0,0,0,0,10k to <25k,Democrat,Several Times a day
4120,Male,48,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Other,Several Times a day
4122,Male,81,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,1,1,1,100k to <150k,Republican,Once a day
4127,Male,59,High School,White/Non-Hispanic,Northeast,No,"Christian, Protestant",0,0,0,0,50k to <75k,Other,Once a day
4128,Female,39,Some College,Hispanic,South,Yes,"Christian, Protestant",1,1,0,0,10k to <25k,Democrat,A few times a week
4129,Male,66,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,0,0,0,0,75k to <100k,Democrat,A few times a week
4132,Female,52,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Republican,A few times a week
4134,Female,69,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Jewish,1,0,1,0,75k to <100k,Democrat,Several Times a day
4136,Male,65,Some College,2+ Races/Non-Hispanic,Northeast,Yes,Other,0,1,0,0,100k to <150k,Democrat,A few times a week
4139,Male,24,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,10k to <25k,Other,Several Times a day
4141,Female,50,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,Other,1,0,0,0,50k to <75k,Republican,Once a month or less
4142,Female,30,Some College,White/Non-Hispanic,Midwest,No,Nothing in particular,0,0,0,0,50k to <75k,Other,A few times a month
4147,Male,62,Bachelor and Beyond,2+ Races/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,150k+,Other,Once a week
4149,Male,19,Some College,White/Non-Hispanic,South,No,,1,0,0,0,75k to <100k,Other,Several Times a day
4152,Female,28,Bachelor and Beyond,2+ Races/Non-Hispanic,Midwest,Yes,Agnostic,1,1,1,1,75k to <100k,Other,Several Times a day
4154,Male,62,High School,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Republican,Once a month or less
4155,Male,52,Bachelor and Beyond,Black/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,1,0,0,50k to <75k,Democrat,A few times a week
4157,Female,62,Some College,White/Non-Hispanic,Midwest,Yes,Jewish,1,1,1,1,50k to <75k,Democrat,Several Times a day
4160,Male,60,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,150k+,Democrat,Several Times a day
4161,Female,36,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,50k to <75k,Republican,A few times a month
4163,Female,68,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Other,Once a day
4167,Female,58,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Other,1,0,0,0,100k to <150k,Other,A few times a month
4170,Male,74,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,Several Times a day
4171,Male,69,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,1,1,1,75k to <100k,Democrat,Once a day
4172,Female,34,High School,White/Non-Hispanic,West,No,"Christian, Roman Catholic",1,1,0,1,10k to <25k,Democrat,A few times a week
4174,Male,48,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,Several Times a day
4175,Female,25,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Democrat,Once a day
4176,Female,64,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,1,0,1,1,150k+,Democrat,A few times a week
4177,Male,31,Bachelor and Beyond,Hispanic,South,Yes,Atheist,1,1,1,1,75k to <100k,Democrat,Several Times a day
4179,Male,62,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Other,Once a day
4184,Male,41,High School,2+ Races/Non-Hispanic,South,Yes,Other,0,1,0,0,50k to <75k,Republican,Several Times a day
4185,Female,49,Bachelor and Beyond,White/Non-Hispanic,Northeast,Probably,"Christian, Orthodox",1,1,,0,50k to <75k,Other,A few times a week
4186,Female,18,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,1,1,0,75k to <100k,Republican,Once a month or less
4187,Female,55,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,1,0,10k to <25k,Democrat,Once a month or less
4191,Male,47,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,Once a month or less
4192,Female,66,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,1,1,1,75k to <100k,Other,Once a day
4193,Female,38,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,1,0,50k to <75k,Other,Once a week
4194,Female,68,High School,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,<10k,Other,Once a week
4195,Male,61,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,0,25k to <50k,Other,A few times a week
4197,Female,59,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,1,0,150k+,Republican,Once a day
4198,Male,34,Bachelor and Beyond,Other/Non-Hispanic,West,Yes,Agnostic,0,0,0,0,100k to <150k,Other,A few times a week
4200,Male,50,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Other,Several Times a day
4201,Male,55,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Other,Several Times a day
4203,Female,66,Some College,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,1,0,10k to <25k,Republican,Once a day
4204,Female,70,High School,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,1,1,1,75k to <100k,Democrat,Several Times a day
4205,Male,67,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,1,0,50k to <75k,Republican,Once a day
4207,Female,36,Some College,White/Non-Hispanic,West,Yes,Nothing in particular,1,0,0,0,75k to <100k,Other,Once a month or less
4208,Female,49,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,25k to <50k,Republican,Once a day
4211,Male,55,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Republican,A few times a week
4212,Male,41,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,1,75k to <100k,Republican,Several Times a day
4213,Male,58,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,1,0,50k to <75k,Republican,A few times a month
4214,Female,56,Some College,White/Non-Hispanic,South,Yes,Atheist,0,0,1,1,75k to <100k,Democrat,Several Times a day
4217,Male,36,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Other,Several Times a day
4220,Female,41,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,1,1,1,75k to <100k,Democrat,Once a day
4230,Female,51,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,150k+,Republican,Several Times a day
4231,Female,75,Some College,Black/Non-Hispanic,West,Yes,Nothing in particular,1,1,1,1,10k to <25k,Other,Once a month or less
4232,Female,47,High School,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Other,A few times a week
4233,Male,62,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,50k to <75k,Other,A few times a month
4234,Male,59,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Other,Once a day
4237,Female,19,High School,Black/Non-Hispanic,West,No,"Christian, Protestant",1,0,0,0,<10k,Other,Several Times a day
4238,Male,61,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Jewish,0,0,1,0,75k to <100k,Other,Once a day
4240,Female,42,Some College,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,10k to <25k,Democrat,Once a week
4244,Female,67,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Other,A few times a week
4246,Male,55,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Other,1,1,1,1,150k+,Democrat,Several Times a day
4249,Female,64,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,1,0,10k to <25k,Republican,Several Times a day
4251,Female,18,High School,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Democrat,Several Times a day
4253,Female,53,Some College,White/Non-Hispanic,West,Yes,Nothing in particular,1,1,1,1,50k to <75k,Democrat,Several Times a day
4254,Female,64,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,100k to <150k,Other,Once a month or less
4255,Male,35,Some College,White/Non-Hispanic,Midwest,No,Nothing in particular,0,0,0,0,75k to <100k,Republican,Several Times a day
4257,Male,42,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Atheist,0,0,0,1,75k to <100k,Republican,Once a month or less
4258,Female,25,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,0,<10k,Other,A few times a month
4259,Male,47,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Republican,Once a week
4260,Female,32,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Other,A few times a month
4262,Male,40,Less then High School,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,1,50k to <75k,Republican,Once a month or less
4263,Male,50,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,1,1,0,100k to <150k,Democrat,Several Times a day
4266,Female,28,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,1,0,0,75k to <100k,Democrat,A few times a month
4267,Male,55,Some College,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,1,0,0,100k to <150k,Republican,Several Times a day
4268,Male,42,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,100k to <150k,Republican,Once a day
4272,Male,70,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,1,1,1,50k to <75k,Republican,Several Times a day
4274,Female,42,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Republican,A few times a month
4275,Female,42,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,0,0,100k to <150k,Democrat,A few times a month
4277,Male,47,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Jewish,1,0,0,0,150k+,Democrat,Several Times a day
4279,Male,61,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Atheist,1,1,1,1,100k to <150k,Democrat,Several Times a day
4281,Female,58,Some College,White/Non-Hispanic,Midwest,Yes,Other,1,0,0,0,25k to <50k,Other,Once a month or less
4282,Female,61,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,25k to <50k,Other,A few times a week
4284,Female,68,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,1,1,75k to <100k,Democrat,Several Times a day
4285,Male,68,High School,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Republican,A few times a month
4290,Female,75,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,1,75k to <100k,Republican,A few times a month
4291,Female,61,Bachelor and Beyond,2+ Races/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,1,1,75k to <100k,Democrat,A few times a week
4292,Male,41,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Other,A few times a month
4293,Female,28,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,1,0,0,0,100k to <150k,Democrat,Several Times a day
4295,Female,41,Some College,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,0,0,25k to <50k,Other,A few times a week
4296,Female,62,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Atheist,1,1,1,1,50k to <75k,Democrat,Several Times a day
4297,Male,50,Some College,White/Non-Hispanic,West,Yes,Other,0,0,0,0,100k to <150k,Other,A few times a month
4299,Female,58,Some College,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Republican,Once a month or less
4301,Male,33,Bachelor and Beyond,White/Non-Hispanic,West,No,Muslim,0,0,0,0,75k to <100k,Other,Once a day
4303,Female,65,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,1,0,100k to <150k,Other,Once a week
4307,Male,46,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,100k to <150k,Republican,Once a month or less
4308,Male,49,Bachelor and Beyond,Other/Non-Hispanic,Northeast,No,"Christian, Roman Catholic",1,0,1,0,10k to <25k,Other,A few times a month
4309,Female,38,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Jewish,1,0,1,0,100k to <150k,Other,A few times a month
4310,Female,43,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Jewish,1,0,1,1,150k+,Other,Once a day
4311,Male,65,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Other,Once a day
4314,Female,70,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,1,1,1,75k to <100k,Democrat,A few times a week
4320,Female,56,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Other,A few times a week
4322,Female,35,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,50k to <75k,Other,Once a week
4323,Male,51,Bachelor and Beyond,2+ Races/Non-Hispanic,Northeast,Yes,Nothing in particular,1,0,0,0,100k to <150k,Other,Several Times a day
4324,Male,57,High School,White/Non-Hispanic,Midwest,Yes,Other,0,1,1,1,100k to <150k,Democrat,Once a day
4326,Female,29,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,1,1,1,75k to <100k,Democrat,Once a week
4327,Female,49,Bachelor and Beyond,White/Non-Hispanic,West,No,Other,0,0,0,0,75k to <100k,Other,A few times a month
4328,Male,54,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,150k+,Other,Several Times a day
4330,Male,48,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Republican,Several Times a day
4332,Female,39,High School,2+ Races/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,0,0,<10k,Democrat,A few times a week
4334,Female,62,High School,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,0,75k to <100k,Republican,Once a month or less
4335,Male,47,Bachelor and Beyond,Other/Non-Hispanic,South,Probably,Buddhist,1,0,0,0,75k to <100k,Other,Once a day
4336,Female,36,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,1,0,150k+,Democrat,Once a month or less
4337,Female,61,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,1,0,<10k,Other,Once a day
4338,Female,44,High School,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Other,A few times a week
4339,Female,51,Bachelor and Beyond,Black/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,1,1,0,75k to <100k,Democrat,A few times a week
4341,Female,33,Some College,Black/Non-Hispanic,South,Yes,Nothing in particular,1,0,1,0,50k to <75k,Other,A few times a month
4344,Male,30,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,0,0,0,0,75k to <100k,Democrat,Several Times a day
4346,Female,59,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,1,75k to <100k,Democrat,Several Times a day
4347,Female,60,Some College,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,10k to <25k,Democrat,Several Times a day
4348,Female,50,Bachelor and Beyond,2+ Races/Non-Hispanic,Midwest,Yes,Muslim,1,1,1,1,150k+,Democrat,Several Times a day
4349,Female,46,Some College,White/Non-Hispanic,West,Yes,Nothing in particular,1,0,0,0,50k to <75k,Other,A few times a week
4350,Male,29,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Atheist,0,0,0,0,25k to <50k,Republican,A few times a week
4353,Male,51,High School,2+ Races/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,50k to <75k,Democrat,A few times a week
4356,Male,64,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,1,1,50k to <75k,Republican,Several Times a day
4357,Female,31,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,Agnostic,0,0,0,0,50k to <75k,Other,A few times a week
4358,Male,51,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,1,1,100k to <150k,Republican,Once a month or less
4361,Male,53,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Democrat,Several Times a day
4365,Male,53,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,100k to <150k,Other,Once a day
4366,Male,60,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,1,100k to <150k,Other,A few times a month
4367,Male,48,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Other,1,1,1,1,100k to <150k,Other,Several Times a day
4369,Male,47,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,Once a month or less
4370,Female,63,Some College,White/Non-Hispanic,South,Yes,Other,1,0,1,1,75k to <100k,Other,A few times a week
4372,Male,25,High School,White/Non-Hispanic,Northeast,Yes,Nothing in particular,1,1,0,0,50k to <75k,Other,Several Times a day
4373,Male,57,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,1,75k to <100k,Republican,Several Times a day
4374,Female,48,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,150k+,Republican,Several Times a day
4375,Female,35,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,1,0,75k to <100k,Democrat,A few times a week
4377,Female,37,Some College,Black/Non-Hispanic,Northeast,Yes,,1,1,0,1,150k+,Democrat,A few times a month
4380,Male,50,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Democrat,A few times a week
4381,Female,68,Some College,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,75k to <100k,Other,Once a month or less
