CaseID,Col2,Col3
3520,Religion,"Christian, Roman Catholic"
3520,Volunteered in the Past Year,0
3520,Attended a Political Rally in the Past Year,0
3520,Contacted an Elected Official in the Past Year,0
3520,Political Donation in the Past Year,0
3520,Househol Income,100k to <150k
3520,Political Party,Democrat
3520,User Frequency,A few times a week
3521,Gender,Male
3521,Age,34
3521,Education,Bachelor and Beyond
3521,Race/ Ethnicity,White/Non-Hispanic
3521,Region,West
3521,Registered to Vote,Yes
3521,Religion,Nothing in particular
3521,Volunteered in the Past Year,1
3521,Attended a Political Rally in the Past Year,0
3521,Contacted an Elected Official in the Past Year,1
3521,Political Donation in the Past Year,0
3521,Househol Income,75k to <100k
3521,Political Party,Other
3521,User Frequency,Several Times a day
3525,Gender,Female
3525,Age,63
3525,Education,Bachelor and Beyond
3525,Race/ Ethnicity,White/Non-Hispanic
3525,Region,Midwest
3525,Registered to Vote,Yes
3525,Religion,Nothing in particular
3525,Volunteered in the Past Year,0
3525,Attended a Political Rally in the Past Year,0
3525,Contacted an Elected Official in the Past Year,1
3525,Political Donation in the Past Year,1
3525,Househol Income,25k to <50k
3525,Political Party,Democrat
3525,User Frequency,Several Times a day
3529,Gender,Male
3529,Age,53
3529,Education,Bachelor and Beyond
3529,Race/ Ethnicity,2+ Races/Non-Hispanic
3529,Region,West
3529,Registered to Vote,Yes
3529,Religion,"Christian, Protestant"
3529,Volunteered in the Past Year,0
3529,Attended a Political Rally in the Past Year,0
3529,Contacted an Elected Official in the Past Year,1
3529,Political Donation in the Past Year,0
3529,Househol Income,25k to <50k
3529,Political Party,Democrat
3529,User Frequency,Once a week
3530,Gender,Male
3530,Age,29
3530,Education,Some College
3530,Race/ Ethnicity,White/Non-Hispanic
3530,Region,Northeast
3530,Registered to Vote,Yes
3530,Religion,Nothing in particular
3530,Volunteered in the Past Year,0
3530,Attended a Political Rally in the Past Year,0
3530,Contacted an Elected Official in the Past Year,0
3530,Political Donation in the Past Year,0
3530,Househol Income,100k to <150k
3530,Political Party,Other
3530,User Frequency,A few times a month
3531,Gender,Male
3531,Age,35
3531,Education,Bachelor and Beyond
3531,Race/ Ethnicity,White/Non-Hispanic
3531,Region,South
3531,Registered to Vote,Yes
3531,Religion,Agnostic
3531,Volunteered in the Past Year,0
3531,Attended a Political Rally in the Past Year,0
3531,Contacted an Elected Official in the Past Year,0
3531,Political Donation in the Past Year,1
3531,Househol Income,50k to <75k
3531,Political Party,Democrat
3531,User Frequency,Once a day
3532,Gender,Female
3532,Age,35
3532,Education,Bachelor and Beyond
3532,Race/ Ethnicity,White/Non-Hispanic
3532,Region,South
3532,Registered to Vote,Yes
3532,Religion,"Christian, Protestant"
3532,Volunteered in the Past Year,1
3532,Attended a Political Rally in the Past Year,0
3532,Contacted an Elected Official in the Past Year,0
3532,Political Donation in the Past Year,0
3532,Househol Income,100k to <150k
3532,Political Party,Republican
3532,User Frequency,Once a month or less
3533,Gender,Female
3533,Age,58
3533,Education,Some College
3533,Race/ Ethnicity,White/Non-Hispanic
3533,Region,West
3533,Registered to Vote,Yes
3533,Religion,"Christian, Protestant"
3533,Volunteered in the Past Year,0
3533,Attended a Political Rally in the Past Year,0
3533,Contacted an Elected Official in the Past Year,1
3533,Political Donation in the Past Year,0
3533,Househol Income,50k to <75k
3533,Political Party,Republican
3533,User Frequency,Once a day
3535,Gender,Female
3535,Age,75
3535,Education,Bachelor and Beyond
3535,Race/ Ethnicity,White/Non-Hispanic
3535,Region,West
3535,Registered to Vote,Yes
3535,Religion,"Christian, Mormon"
3535,Volunteered in the Past Year,1
3535,Attended a Political Rally in the Past Year,0
3535,Contacted an Elected Official in the Past Year,0
3535,Political Donation in the Past Year,0
3535,Househol Income,100k to <150k
3535,Political Party,Republican
3535,User Frequency,Once a month or less
3536,Gender,Female
3536,Age,74
3536,Education,Some College
3536,Race/ Ethnicity,White/Non-Hispanic
3536,Region,South
3536,Registered to Vote,Yes
3536,Religion,Nothing in particular
3536,Volunteered in the Past Year,1
3536,Attended a Political Rally in the Past Year,0
3536,Contacted an Elected Official in the Past Year,0
3536,Political Donation in the Past Year,0
3536,Househol Income,50k to <75k
3536,Political Party,Other
3536,User Frequency,A few times a month
3537,Gender,Female
3537,Age,61
3537,Education,Bachelor and Beyond
3537,Race/ Ethnicity,White/Non-Hispanic
3537,Region,South
3537,Registered to Vote,Yes
3537,Religion,"Christian, Roman Catholic"
3537,Volunteered in the Past Year,1
3537,Attended a Political Rally in the Past Year,0
3537,Contacted an Elected Official in the Past Year,0
3537,Political Donation in the Past Year,0
3537,Househol Income,75k to <100k
3537,Political Party,Other
3537,User Frequency,Once a month or less
3539,Gender,Female
3539,Age,40
3539,Education,Some College
3539,Race/ Ethnicity,2+ Races/Non-Hispanic
3539,Region,South
3539,Registered to Vote,Yes
3539,Religion,"Christian, Roman Catholic"
3539,Volunteered in the Past Year,0
3539,Attended a Political Rally in the Past Year,0
3539,Contacted an Elected Official in the Past Year,0
3539,Political Donation in the Past Year,0
3539,Househol Income,<10k
3539,Political Party,Democrat
3539,User Frequency,Once a month or less
3540,Gender,Male
3540,Age,70
3540,Education,Bachelor and Beyond
3540,Race/ Ethnicity,White/Non-Hispanic
3540,Region,South
3540,Registered to Vote,Yes
3540,Religion,"Christian, Protestant"
3540,Volunteered in the Past Year,0
3540,Attended a Political Rally in the Past Year,0
3540,Contacted an Elected Official in the Past Year,0
3540,Political Donation in the Past Year,1
3540,Househol Income,50k to <75k
3540,Political Party,Republican
3540,User Frequency,A few times a month
3542,Gender,Male
3542,Age,51
3542,Education,High School
3542,Race/ Ethnicity,White/Non-Hispanic
3542,Region,West
3542,Registered to Vote,Yes
3542,Religion,Other
3542,Volunteered in the Past Year,0
3542,Attended a Political Rally in the Past Year,0
3542,Contacted an Elected Official in the Past Year,1
3542,Political Donation in the Past Year,0
3542,Househol Income,25k to <50k
3542,Political Party,Other
3542,User Frequency,Several Times a day
3543,Gender,Male
3543,Age,54
3543,Education,High School
3543,Race/ Ethnicity,White/Non-Hispanic
3543,Region,South
3543,Registered to Vote,Yes
3543,Religion,"Christian, Protestant"
3543,Volunteered in the Past Year,0
3543,Attended a Political Rally in the Past Year,0
3543,Contacted an Elected Official in the Past Year,0
3543,Political Donation in the Past Year,1
3543,Househol Income,75k to <100k
3543,Political Party,Republican
3543,User Frequency,Once a month or less
3546,Gender,Female
3546,Age,32
3546,Education,Bachelor and Beyond
3546,Race/ Ethnicity,White/Non-Hispanic
3546,Region,Midwest
3546,Registered to Vote,Probably
3546,Religion,Nothing in particular
3546,Volunteered in the Past Year,1
3546,Attended a Political Rally in the Past Year,0
3546,Contacted an Elected Official in the Past Year,0
3546,Political Donation in the Past Year,0
3546,Househol Income,100k to <150k
3546,Political Party,Democrat
3546,User Frequency,Once a month or less
3547,Gender,Female
3547,Age,19
3547,Education,Some College
3547,Race/ Ethnicity,White/Non-Hispanic
3547,Region,Northeast
3547,Registered to Vote,Yes
3547,Religion,"Christian, Roman Catholic"
3547,Volunteered in the Past Year,1
3547,Attended a Political Rally in the Past Year,0
3547,Contacted an Elected Official in the Past Year,0
3547,Political Donation in the Past Year,0
3547,Househol Income,75k to <100k
3547,Political Party,Democrat
3547,User Frequency,Several Times a day
3551,Gender,Male
3551,Age,59
3551,Education,High School
3551,Race/ Ethnicity,White/Non-Hispanic
3551,Region,Northeast
3551,Registered to Vote,Yes
3551,Religion,"Christian, Roman Catholic"
3551,Volunteered in the Past Year,0
3551,Attended a Political Rally in the Past Year,1
3551,Contacted an Elected Official in the Past Year,1
3551,Political Donation in the Past Year,1
3551,Househol Income,100k to <150k
3551,Political Party,Democrat
3551,User Frequency,Once a day
3552,Gender,Female
3552,Age,61
3552,Education,Bachelor and Beyond
3552,Race/ Ethnicity,White/Non-Hispanic
3552,Region,South
3552,Registered to Vote,Yes
3552,Religion,"Christian, Protestant"
3552,Volunteered in the Past Year,1
3552,Attended a Political Rally in the Past Year,0
3552,Contacted an Elected Official in the Past Year,1
3552,Political Donation in the Past Year,1
3552,Househol Income,150k+
3552,Political Party,Republican
3552,User Frequency,Once a month or less
3554,Gender,Female
3554,Age,70
3554,Education,Bachelor and Beyond
3554,Race/ Ethnicity,White/Non-Hispanic
3554,Region,West
3554,Registered to Vote,Yes
3554,Religion,Other
3554,Volunteered in the Past Year,1
3554,Attended a Political Rally in the Past Year,0
3554,Contacted an Elected Official in the Past Year,0
3554,Political Donation in the Past Year,1
3554,Househol Income,50k to <75k
3554,Political Party,Democrat
3554,User Frequency,A few times a month
3556,Gender,Female
3556,Age,45
3556,Education,Some College
3556,Race/ Ethnicity,2+ Races/Non-Hispanic
3556,Region,West
3556,Registered to Vote,Yes
3556,Religion,"Christian, Roman Catholic"
3556,Volunteered in the Past Year,0
3556,Attended a Political Rally in the Past Year,0
3556,Contacted an Elected Official in the Past Year,0
3556,Political Donation in the Past Year,0
3556,Househol Income,<10k
3556,Political Party,Democrat
3556,User Frequency,A few times a week
3558,Gender,Male
3558,Age,38
3558,Education,Bachelor and Beyond
3558,Race/ Ethnicity,2+ Races/Non-Hispanic
3558,Region,West
3558,Registered to Vote,Probably
3558,Religion,"Christian, Mormon"
3558,Volunteered in the Past Year,1
3558,Attended a Political Rally in the Past Year,0
3558,Contacted an Elected Official in the Past Year,1
3558,Political Donation in the Past Year,1
3558,Househol Income,75k to <100k
3558,Political Party,Other
3558,User Frequency,Once a day
3559,Gender,Female
3559,Age,40
3559,Education,Some College
3559,Race/ Ethnicity,White/Non-Hispanic
3559,Region,South
3559,Registered to Vote,Yes
3559,Religion,Nothing in particular
3559,Volunteered in the Past Year,0
3559,Attended a Political Rally in the Past Year,1
3559,Contacted an Elected Official in the Past Year,1
3559,Political Donation in the Past Year,1
3559,Househol Income,75k to <100k
3559,Political Party,Democrat
3559,User Frequency,Several Times a day
3561,Gender,Male
3561,Age,33
3561,Education,Some College
3561,Race/ Ethnicity,White/Non-Hispanic
3561,Region,Midwest
3561,Registered to Vote,Yes
3561,Religion,"Christian, Roman Catholic"
3561,Volunteered in the Past Year,1
3561,Attended a Political Rally in the Past Year,1
3561,Contacted an Elected Official in the Past Year,1
3561,Political Donation in the Past Year,0
3561,Househol Income,75k to <100k
3561,Political Party,Other
3561,User Frequency,Several Times a day
3562,Gender,Female
3562,Age,41
3562,Education,Bachelor and Beyond
3562,Race/ Ethnicity,White/Non-Hispanic
3562,Region,South
3562,Registered to Vote,No
3562,Religion,Nothing in particular
3562,Volunteered in the Past Year,0
3562,Attended a Political Rally in the Past Year,0
3562,Contacted an Elected Official in the Past Year,0
3562,Political Donation in the Past Year,0
3562,Househol Income,10k to <25k
3562,Political Party,Republican
3562,User Frequency,Several Times a day
3563,Gender,Female
3563,Age,71
3563,Education,Some College
3563,Race/ Ethnicity,White/Non-Hispanic
3563,Region,West
3563,Registered to Vote,Yes
3563,Religion,Nothing in particular
3563,Volunteered in the Past Year,1
3563,Attended a Political Rally in the Past Year,0
3563,Contacted an Elected Official in the Past Year,0
3563,Political Donation in the Past Year,0
3563,Househol Income,10k to <25k
3563,Political Party,Other
3563,User Frequency,A few times a month
3564,Gender,Female
3564,Age,23
3564,Education,Some College
3564,Race/ Ethnicity,2+ Races/Non-Hispanic
3564,Region,South
3564,Registered to Vote,Yes
3564,Religion,"Christian, Roman Catholic"
3564,Volunteered in the Past Year,1
3564,Attended a Political Rally in the Past Year,1
3564,Contacted an Elected Official in the Past Year,1
3564,Political Donation in the Past Year,0
3564,Househol Income,100k to <150k
3564,Political Party,Democrat
3564,User Frequency,Several Times a day
3566,Gender,Male
3566,Age,39
3566,Education,Bachelor and Beyond
3566,Race/ Ethnicity,White/Non-Hispanic
3566,Region,West
3566,Registered to Vote,Yes
3566,Religion,Atheist
3566,Volunteered in the Past Year,1
3566,Attended a Political Rally in the Past Year,0
3566,Contacted an Elected Official in the Past Year,0
3566,Political Donation in the Past Year,0
3566,Househol Income,150k+
3566,Political Party,Democrat
3566,User Frequency,A few times a week
3567,Gender,Female
3567,Age,30
3567,Education,Bachelor and Beyond
3567,Race/ Ethnicity,White/Non-Hispanic
3567,Region,South
3567,Registered to Vote,Yes
3567,Religion,Atheist
3567,Volunteered in the Past Year,0
3567,Attended a Political Rally in the Past Year,0
3567,Contacted an Elected Official in the Past Year,0
3567,Political Donation in the Past Year,0
3567,Househol Income,25k to <50k
3567,Political Party,Democrat
3567,User Frequency,A few times a month
3570,Gender,Female
3570,Age,22
3570,Education,Some College
3570,Race/ Ethnicity,2+ Races/Non-Hispanic
3570,Region,South
3570,Registered to Vote,Yes
3570,Religion,Nothing in particular
3570,Volunteered in the Past Year,1
3570,Attended a Political Rally in the Past Year,0
